image,json,mask
data/images/237/frame69930_leftImg8bit.jpg,data/mask/237/frame69930_gtFine_polygons.json,data/ouput/237/frame69930_gtFine_polygons.png
data/images/237/frame70680_leftImg8bit.jpg,data/mask/237/frame70680_gtFine_polygons.json,data/ouput/237/frame70680_gtFine_polygons.png
data/images/237/frame71226_leftImg8bit.jpg,data/mask/237/frame71226_gtFine_polygons.json,data/ouput/237/frame71226_gtFine_polygons.png
data/images/237/frame7134_leftImg8bit.jpg,data/mask/237/frame7134_gtFine_polygons.json,data/ouput/237/frame7134_gtFine_polygons.png
data/images/237/frame71521_leftImg8bit.jpg,data/mask/237/frame71521_gtFine_polygons.json,data/ouput/237/frame71521_gtFine_polygons.png
data/images/237/frame71817_leftImg8bit.jpg,data/mask/237/frame71817_gtFine_polygons.json,data/ouput/237/frame71817_gtFine_polygons.png
data/images/237/frame72021_leftImg8bit.jpg,data/mask/237/frame72021_gtFine_polygons.json,data/ouput/237/frame72021_gtFine_polygons.png
data/images/237/frame72226_leftImg8bit.jpg,data/mask/237/frame72226_gtFine_polygons.json,data/ouput/237/frame72226_gtFine_polygons.png
data/images/237/frame72362_leftImg8bit.jpg,data/mask/237/frame72362_gtFine_polygons.json,data/ouput/237/frame72362_gtFine_polygons.png
data/images/237/frame72726_leftImg8bit.jpg,data/mask/237/frame72726_gtFine_polygons.json,data/ouput/237/frame72726_gtFine_polygons.png
data/images/237/frame7284_leftImg8bit.jpg,data/mask/237/frame7284_gtFine_polygons.json,data/ouput/237/frame7284_gtFine_polygons.png
data/images/237/frame72930_leftImg8bit.jpg,data/mask/237/frame72930_gtFine_polygons.json,data/ouput/237/frame72930_gtFine_polygons.png
data/images/237/frame73317_leftImg8bit.jpg,data/mask/237/frame73317_gtFine_polygons.json,data/ouput/237/frame73317_gtFine_polygons.png
data/images/237/frame73453_leftImg8bit.jpg,data/mask/237/frame73453_gtFine_polygons.json,data/ouput/237/frame73453_gtFine_polygons.png
data/images/237/frame73885_leftImg8bit.jpg,data/mask/237/frame73885_gtFine_polygons.json,data/ouput/237/frame73885_gtFine_polygons.png
data/images/237/frame74021_leftImg8bit.jpg,data/mask/237/frame74021_gtFine_polygons.json,data/ouput/237/frame74021_gtFine_polygons.png
data/images/237/frame74317_leftImg8bit.jpg,data/mask/237/frame74317_gtFine_polygons.json,data/ouput/237/frame74317_gtFine_polygons.png
data/images/237/frame7434_leftImg8bit.jpg,data/mask/237/frame7434_gtFine_polygons.json,data/ouput/237/frame7434_gtFine_polygons.png
data/images/237/frame7609_leftImg8bit.jpg,data/mask/237/frame7609_gtFine_polygons.json,data/ouput/237/frame7609_gtFine_polygons.png
data/images/237/frame7959_leftImg8bit.jpg,data/mask/237/frame7959_gtFine_polygons.json,data/ouput/237/frame7959_gtFine_polygons.png
data/images/237/frame8334_leftImg8bit.jpg,data/mask/237/frame8334_gtFine_polygons.json,data/ouput/237/frame8334_gtFine_polygons.png
data/images/237/frame8609_leftImg8bit.jpg,data/mask/237/frame8609_gtFine_polygons.json,data/ouput/237/frame8609_gtFine_polygons.png
data/images/237/frame8834_leftImg8bit.jpg,data/mask/237/frame8834_gtFine_polygons.json,data/ouput/237/frame8834_gtFine_polygons.png
data/images/237/frame8984_leftImg8bit.jpg,data/mask/237/frame8984_gtFine_polygons.json,data/ouput/237/frame8984_gtFine_polygons.png
data/images/237/frame9134_leftImg8bit.jpg,data/mask/237/frame9134_gtFine_polygons.json,data/ouput/237/frame9134_gtFine_polygons.png
data/images/237/frame9310_leftImg8bit.jpg,data/mask/237/frame9310_gtFine_polygons.json,data/ouput/237/frame9310_gtFine_polygons.png
data/images/237/frame9485_leftImg8bit.jpg,data/mask/237/frame9485_gtFine_polygons.json,data/ouput/237/frame9485_gtFine_polygons.png
data/images/238/frame0009_leftImg8bit.jpg,data/mask/238/frame0009_gtFine_polygons.json,data/ouput/238/frame0009_gtFine_polygons.png
data/images/238/frame0185_leftImg8bit.jpg,data/mask/238/frame0185_gtFine_polygons.json,data/ouput/238/frame0185_gtFine_polygons.png
data/images/238/frame1582_leftImg8bit.jpg,data/mask/238/frame1582_gtFine_polygons.json,data/ouput/238/frame1582_gtFine_polygons.png
data/images/238/frame2182_leftImg8bit.jpg,data/mask/238/frame2182_gtFine_polygons.json,data/ouput/238/frame2182_gtFine_polygons.png
data/images/239/frame0091_leftImg8bit.jpg,data/mask/239/frame0091_gtFine_polygons.json,data/ouput/239/frame0091_gtFine_polygons.png
data/images/239/frame0221_leftImg8bit.jpg,data/mask/239/frame0221_gtFine_polygons.json,data/ouput/239/frame0221_gtFine_polygons.png
data/images/239/frame0401_leftImg8bit.jpg,data/mask/239/frame0401_gtFine_polygons.json,data/ouput/239/frame0401_gtFine_polygons.png
data/images/241/frame0005_leftImg8bit.jpg,data/mask/241/frame0005_gtFine_polygons.json,data/ouput/241/frame0005_gtFine_polygons.png
data/images/241/frame0196_leftImg8bit.jpg,data/mask/241/frame0196_gtFine_polygons.json,data/ouput/241/frame0196_gtFine_polygons.png
data/images/241/frame0319_leftImg8bit.jpg,data/mask/241/frame0319_gtFine_polygons.json,data/ouput/241/frame0319_gtFine_polygons.png
data/images/241/frame2370_leftImg8bit.jpg,data/mask/241/frame2370_gtFine_polygons.json,data/ouput/241/frame2370_gtFine_polygons.png
data/images/242/frame0000_leftImg8bit.jpg,data/mask/242/frame0000_gtFine_polygons.json,data/ouput/242/frame0000_gtFine_polygons.png
data/images/242/frame0048_leftImg8bit.jpg,data/mask/242/frame0048_gtFine_polygons.json,data/ouput/242/frame0048_gtFine_polygons.png
data/images/242/frame0105_leftImg8bit.jpg,data/mask/242/frame0105_gtFine_polygons.json,data/ouput/242/frame0105_gtFine_polygons.png
data/images/242/frame0172_leftImg8bit.jpg,data/mask/242/frame0172_gtFine_polygons.json,data/ouput/242/frame0172_gtFine_polygons.png
data/images/242/frame0293_leftImg8bit.jpg,data/mask/242/frame0293_gtFine_polygons.json,data/ouput/242/frame0293_gtFine_polygons.png
data/images/242/frame2075_leftImg8bit.jpg,data/mask/242/frame2075_gtFine_polygons.json,data/ouput/242/frame2075_gtFine_polygons.png
data/images/243/frame0209_leftImg8bit.jpg,data/mask/243/frame0209_gtFine_polygons.json,data/ouput/243/frame0209_gtFine_polygons.png
data/images/243/frame0599_leftImg8bit.jpg,data/mask/243/frame0599_gtFine_polygons.json,data/ouput/243/frame0599_gtFine_polygons.png
data/images/243/frame0719_leftImg8bit.jpg,data/mask/243/frame0719_gtFine_polygons.json,data/ouput/243/frame0719_gtFine_polygons.png
data/images/243/frame0839_leftImg8bit.jpg,data/mask/243/frame0839_gtFine_polygons.json,data/ouput/243/frame0839_gtFine_polygons.png
data/images/243/frame0959_leftImg8bit.jpg,data/mask/243/frame0959_gtFine_polygons.json,data/ouput/243/frame0959_gtFine_polygons.png
data/images/243/frame1229_leftImg8bit.jpg,data/mask/243/frame1229_gtFine_polygons.json,data/ouput/243/frame1229_gtFine_polygons.png
data/images/243/frame1439_leftImg8bit.jpg,data/mask/243/frame1439_gtFine_polygons.json,data/ouput/243/frame1439_gtFine_polygons.png
data/images/243/frame1589_leftImg8bit.jpg,data/mask/243/frame1589_gtFine_polygons.json,data/ouput/243/frame1589_gtFine_polygons.png
data/images/243/frame1679_leftImg8bit.jpg,data/mask/243/frame1679_gtFine_polygons.json,data/ouput/243/frame1679_gtFine_polygons.png
data/images/243/frame1769_leftImg8bit.jpg,data/mask/243/frame1769_gtFine_polygons.json,data/ouput/243/frame1769_gtFine_polygons.png
data/images/243/frame1859_leftImg8bit.jpg,data/mask/243/frame1859_gtFine_polygons.json,data/ouput/243/frame1859_gtFine_polygons.png
data/images/243/frame1979_leftImg8bit.jpg,data/mask/243/frame1979_gtFine_polygons.json,data/ouput/243/frame1979_gtFine_polygons.png
data/images/243/frame2579_leftImg8bit.jpg,data/mask/243/frame2579_gtFine_polygons.json,data/ouput/243/frame2579_gtFine_polygons.png
data/images/243/frame2939_leftImg8bit.jpg,data/mask/243/frame2939_gtFine_polygons.json,data/ouput/243/frame2939_gtFine_polygons.png
data/images/243/frame2999_leftImg8bit.jpg,data/mask/243/frame2999_gtFine_polygons.json,data/ouput/243/frame2999_gtFine_polygons.png
data/images/243/frame3149_leftImg8bit.jpg,data/mask/243/frame3149_gtFine_polygons.json,data/ouput/243/frame3149_gtFine_polygons.png
data/images/243/frame3239_leftImg8bit.jpg,data/mask/243/frame3239_gtFine_polygons.json,data/ouput/243/frame3239_gtFine_polygons.png
data/images/243/frame3389_leftImg8bit.jpg,data/mask/243/frame3389_gtFine_polygons.json,data/ouput/243/frame3389_gtFine_polygons.png
data/images/243/frame3719_leftImg8bit.jpg,data/mask/243/frame3719_gtFine_polygons.json,data/ouput/243/frame3719_gtFine_polygons.png
data/images/243/frame3779_leftImg8bit.jpg,data/mask/243/frame3779_gtFine_polygons.json,data/ouput/243/frame3779_gtFine_polygons.png
data/images/243/frame4019_leftImg8bit.jpg,data/mask/243/frame4019_gtFine_polygons.json,data/ouput/243/frame4019_gtFine_polygons.png
data/images/243/frame4259_leftImg8bit.jpg,data/mask/243/frame4259_gtFine_polygons.json,data/ouput/243/frame4259_gtFine_polygons.png
data/images/243/frame5429_leftImg8bit.jpg,data/mask/243/frame5429_gtFine_polygons.json,data/ouput/243/frame5429_gtFine_polygons.png
data/images/243/frame5729_leftImg8bit.jpg,data/mask/243/frame5729_gtFine_polygons.json,data/ouput/243/frame5729_gtFine_polygons.png
data/images/243/frame5819_leftImg8bit.jpg,data/mask/243/frame5819_gtFine_polygons.json,data/ouput/243/frame5819_gtFine_polygons.png
data/images/243/frame6149_leftImg8bit.jpg,data/mask/243/frame6149_gtFine_polygons.json,data/ouput/243/frame6149_gtFine_polygons.png
data/images/243/frame6809_leftImg8bit.jpg,data/mask/243/frame6809_gtFine_polygons.json,data/ouput/243/frame6809_gtFine_polygons.png
data/images/243/frame6989_leftImg8bit.jpg,data/mask/243/frame6989_gtFine_polygons.json,data/ouput/243/frame6989_gtFine_polygons.png
data/images/243/frame7229_leftImg8bit.jpg,data/mask/243/frame7229_gtFine_polygons.json,data/ouput/243/frame7229_gtFine_polygons.png
data/images/243/frame7559_leftImg8bit.jpg,data/mask/243/frame7559_gtFine_polygons.json,data/ouput/243/frame7559_gtFine_polygons.png
data/images/243/frame7649_leftImg8bit.jpg,data/mask/243/frame7649_gtFine_polygons.json,data/ouput/243/frame7649_gtFine_polygons.png
data/images/243/frame8069_leftImg8bit.jpg,data/mask/243/frame8069_gtFine_polygons.json,data/ouput/243/frame8069_gtFine_polygons.png
data/images/243/frame8369_leftImg8bit.jpg,data/mask/243/frame8369_gtFine_polygons.json,data/ouput/243/frame8369_gtFine_polygons.png
data/images/243/frame8609_leftImg8bit.jpg,data/mask/243/frame8609_gtFine_polygons.json,data/ouput/243/frame8609_gtFine_polygons.png
data/images/243/frame8789_leftImg8bit.jpg,data/mask/243/frame8789_gtFine_polygons.json,data/ouput/243/frame8789_gtFine_polygons.png
data/images/245/frame0053_leftImg8bit.jpg,data/mask/245/frame0053_gtFine_polygons.json,data/ouput/245/frame0053_gtFine_polygons.png
data/images/245/frame0146_leftImg8bit.jpg,data/mask/245/frame0146_gtFine_polygons.json,data/ouput/245/frame0146_gtFine_polygons.png
data/images/245/frame0266_leftImg8bit.jpg,data/mask/245/frame0266_gtFine_polygons.json,data/ouput/245/frame0266_gtFine_polygons.png
data/images/245/frame0386_leftImg8bit.jpg,data/mask/245/frame0386_gtFine_polygons.json,data/ouput/245/frame0386_gtFine_polygons.png
data/images/245/frame0599_leftImg8bit.jpg,data/mask/245/frame0599_gtFine_polygons.json,data/ouput/245/frame0599_gtFine_polygons.png
data/images/245/frame0719_leftImg8bit.jpg,data/mask/245/frame0719_gtFine_polygons.json,data/ouput/245/frame0719_gtFine_polygons.png
data/images/245/frame0839_leftImg8bit.jpg,data/mask/245/frame0839_gtFine_polygons.json,data/ouput/245/frame0839_gtFine_polygons.png
data/images/245/frame1009_leftImg8bit.jpg,data/mask/245/frame1009_gtFine_polygons.json,data/ouput/245/frame1009_gtFine_polygons.png
data/images/245/frame1319_leftImg8bit.jpg,data/mask/245/frame1319_gtFine_polygons.json,data/ouput/245/frame1319_gtFine_polygons.png
data/images/245/frame1533_leftImg8bit.jpg,data/mask/245/frame1533_gtFine_polygons.json,data/ouput/245/frame1533_gtFine_polygons.png
data/images/245/frame2039_leftImg8bit.jpg,data/mask/245/frame2039_gtFine_polygons.json,data/ouput/245/frame2039_gtFine_polygons.png
data/images/245/frame2399_leftImg8bit.jpg,data/mask/245/frame2399_gtFine_polygons.json,data/ouput/245/frame2399_gtFine_polygons.png
data/images/245/frame2639_leftImg8bit.jpg,data/mask/245/frame2639_gtFine_polygons.json,data/ouput/245/frame2639_gtFine_polygons.png
data/images/246/frame0657_leftImg8bit.jpg,data/mask/246/frame0657_gtFine_polygons.json,data/ouput/246/frame0657_gtFine_polygons.png
data/images/246/frame1527_leftImg8bit.jpg,data/mask/246/frame1527_gtFine_polygons.json,data/ouput/246/frame1527_gtFine_polygons.png
data/images/246/frame1767_leftImg8bit.jpg,data/mask/246/frame1767_gtFine_polygons.json,data/ouput/246/frame1767_gtFine_polygons.png
data/images/247/frame0005_leftImg8bit.jpg,data/mask/247/frame0005_gtFine_polygons.json,data/ouput/247/frame0005_gtFine_polygons.png
data/images/247/frame0599_leftImg8bit.jpg,data/mask/247/frame0599_gtFine_polygons.json,data/ouput/247/frame0599_gtFine_polygons.png
data/images/247/frame0899_leftImg8bit.jpg,data/mask/247/frame0899_gtFine_polygons.json,data/ouput/247/frame0899_gtFine_polygons.png
data/images/247/frame1259_leftImg8bit.jpg,data/mask/247/frame1259_gtFine_polygons.json,data/ouput/247/frame1259_gtFine_polygons.png
data/images/247/frame1559_leftImg8bit.jpg,data/mask/247/frame1559_gtFine_polygons.json,data/ouput/247/frame1559_gtFine_polygons.png
data/images/247/frame1619_leftImg8bit.jpg,data/mask/247/frame1619_gtFine_polygons.json,data/ouput/247/frame1619_gtFine_polygons.png
data/images/247/frame3149_leftImg8bit.jpg,data/mask/247/frame3149_gtFine_polygons.json,data/ouput/247/frame3149_gtFine_polygons.png
data/images/247/frame3599_leftImg8bit.jpg,data/mask/247/frame3599_gtFine_polygons.json,data/ouput/247/frame3599_gtFine_polygons.png
data/images/247/frame4109_leftImg8bit.jpg,data/mask/247/frame4109_gtFine_polygons.json,data/ouput/247/frame4109_gtFine_polygons.png
data/images/247/frame5189_leftImg8bit.jpg,data/mask/247/frame5189_gtFine_polygons.json,data/ouput/247/frame5189_gtFine_polygons.png
data/images/247/frame5429_leftImg8bit.jpg,data/mask/247/frame5429_gtFine_polygons.json,data/ouput/247/frame5429_gtFine_polygons.png
data/images/247/frame5639_leftImg8bit.jpg,data/mask/247/frame5639_gtFine_polygons.json,data/ouput/247/frame5639_gtFine_polygons.png
data/images/247/frame5939_leftImg8bit.jpg,data/mask/247/frame5939_gtFine_polygons.json,data/ouput/247/frame5939_gtFine_polygons.png
data/images/247/frame6239_leftImg8bit.jpg,data/mask/247/frame6239_gtFine_polygons.json,data/ouput/247/frame6239_gtFine_polygons.png
data/images/247/frame6389_leftImg8bit.jpg,data/mask/247/frame6389_gtFine_polygons.json,data/ouput/247/frame6389_gtFine_polygons.png
data/images/248/frame0026_leftImg8bit.jpg,data/mask/248/frame0026_gtFine_polygons.json,data/ouput/248/frame0026_gtFine_polygons.png
data/images/248/frame0179_leftImg8bit.jpg,data/mask/248/frame0179_gtFine_polygons.json,data/ouput/248/frame0179_gtFine_polygons.png
data/images/248/frame0416_leftImg8bit.jpg,data/mask/248/frame0416_gtFine_polygons.json,data/ouput/248/frame0416_gtFine_polygons.png
data/images/248/frame0599_leftImg8bit.jpg,data/mask/248/frame0599_gtFine_polygons.json,data/ouput/248/frame0599_gtFine_polygons.png
data/images/248/frame0809_leftImg8bit.jpg,data/mask/248/frame0809_gtFine_polygons.json,data/ouput/248/frame0809_gtFine_polygons.png
data/images/248/frame1259_leftImg8bit.jpg,data/mask/248/frame1259_gtFine_polygons.json,data/ouput/248/frame1259_gtFine_polygons.png
data/images/250/frame0351_leftImg8bit.jpg,data/mask/250/frame0351_gtFine_polygons.json,data/ouput/250/frame0351_gtFine_polygons.png
data/images/250/frame0636_leftImg8bit.jpg,data/mask/250/frame0636_gtFine_polygons.json,data/ouput/250/frame0636_gtFine_polygons.png
data/images/250/frame0876_leftImg8bit.jpg,data/mask/250/frame0876_gtFine_polygons.json,data/ouput/250/frame0876_gtFine_polygons.png
data/images/250/frame1116_leftImg8bit.jpg,data/mask/250/frame1116_gtFine_polygons.json,data/ouput/250/frame1116_gtFine_polygons.png
data/images/250/frame1454_leftImg8bit.jpg,data/mask/250/frame1454_gtFine_polygons.json,data/ouput/250/frame1454_gtFine_polygons.png
data/images/250/frame1618_leftImg8bit.jpg,data/mask/250/frame1618_gtFine_polygons.json,data/ouput/250/frame1618_gtFine_polygons.png
data/images/250/frame1738_leftImg8bit.jpg,data/mask/250/frame1738_gtFine_polygons.json,data/ouput/250/frame1738_gtFine_polygons.png
data/images/250/frame1858_leftImg8bit.jpg,data/mask/250/frame1858_gtFine_polygons.json,data/ouput/250/frame1858_gtFine_polygons.png
data/images/250/frame2068_leftImg8bit.jpg,data/mask/250/frame2068_gtFine_polygons.json,data/ouput/250/frame2068_gtFine_polygons.png
data/images/250/frame2218_leftImg8bit.jpg,data/mask/250/frame2218_gtFine_polygons.json,data/ouput/250/frame2218_gtFine_polygons.png
data/images/250/frame2772_leftImg8bit.jpg,data/mask/250/frame2772_gtFine_polygons.json,data/ouput/250/frame2772_gtFine_polygons.png
data/images/250/frame3527_leftImg8bit.jpg,data/mask/250/frame3527_gtFine_polygons.json,data/ouput/250/frame3527_gtFine_polygons.png
data/images/250/frame3718_leftImg8bit.jpg,data/mask/250/frame3718_gtFine_polygons.json,data/ouput/250/frame3718_gtFine_polygons.png
data/images/250/frame3938_leftImg8bit.jpg,data/mask/250/frame3938_gtFine_polygons.json,data/ouput/250/frame3938_gtFine_polygons.png
data/images/250/frame4028_leftImg8bit.jpg,data/mask/250/frame4028_gtFine_polygons.json,data/ouput/250/frame4028_gtFine_polygons.png
data/images/250/frame4118_leftImg8bit.jpg,data/mask/250/frame4118_gtFine_polygons.json,data/ouput/250/frame4118_gtFine_polygons.png
data/images/250/frame4358_leftImg8bit.jpg,data/mask/250/frame4358_gtFine_polygons.json,data/ouput/250/frame4358_gtFine_polygons.png
data/images/250/frame4574_leftImg8bit.jpg,data/mask/250/frame4574_gtFine_polygons.json,data/ouput/250/frame4574_gtFine_polygons.png
data/images/250/frame4688_leftImg8bit.jpg,data/mask/250/frame4688_gtFine_polygons.json,data/ouput/250/frame4688_gtFine_polygons.png
data/images/250/frame4958_leftImg8bit.jpg,data/mask/250/frame4958_gtFine_polygons.json,data/ouput/250/frame4958_gtFine_polygons.png
data/images/250/frame5138_leftImg8bit.jpg,data/mask/250/frame5138_gtFine_polygons.json,data/ouput/250/frame5138_gtFine_polygons.png
data/images/250/frame6188_leftImg8bit.jpg,data/mask/250/frame6188_gtFine_polygons.json,data/ouput/250/frame6188_gtFine_polygons.png
data/images/252/frame0000_leftImg8bit.jpg,data/mask/252/frame0000_gtFine_polygons.json,data/ouput/252/frame0000_gtFine_polygons.png
data/images/252/frame0022_leftImg8bit.jpg,data/mask/252/frame0022_gtFine_polygons.json,data/ouput/252/frame0022_gtFine_polygons.png
data/images/252/frame0109_leftImg8bit.jpg,data/mask/252/frame0109_gtFine_polygons.json,data/ouput/252/frame0109_gtFine_polygons.png
data/images/252/frame0169_leftImg8bit.jpg,data/mask/252/frame0169_gtFine_polygons.json,data/ouput/252/frame0169_gtFine_polygons.png
data/images/252/frame0232_leftImg8bit.jpg,data/mask/252/frame0232_gtFine_polygons.json,data/ouput/252/frame0232_gtFine_polygons.png
data/images/252/frame0276_leftImg8bit.jpg,data/mask/252/frame0276_gtFine_polygons.json,data/ouput/252/frame0276_gtFine_polygons.png
data/images/252/frame0367_leftImg8bit.jpg,data/mask/252/frame0367_gtFine_polygons.json,data/ouput/252/frame0367_gtFine_polygons.png
data/images/252/frame0448_leftImg8bit.jpg,data/mask/252/frame0448_gtFine_polygons.json,data/ouput/252/frame0448_gtFine_polygons.png
data/images/252/frame0648_leftImg8bit.jpg,data/mask/252/frame0648_gtFine_polygons.json,data/ouput/252/frame0648_gtFine_polygons.png
data/images/252/frame0735_leftImg8bit.jpg,data/mask/252/frame0735_gtFine_polygons.json,data/ouput/252/frame0735_gtFine_polygons.png
data/images/252/frame0820_leftImg8bit.jpg,data/mask/252/frame0820_gtFine_polygons.json,data/ouput/252/frame0820_gtFine_polygons.png
data/images/252/frame0919_leftImg8bit.jpg,data/mask/252/frame0919_gtFine_polygons.json,data/ouput/252/frame0919_gtFine_polygons.png
data/images/252/frame10137_leftImg8bit.jpg,data/mask/252/frame10137_gtFine_polygons.json,data/ouput/252/frame10137_gtFine_polygons.png
data/images/252/frame1023_leftImg8bit.jpg,data/mask/252/frame1023_gtFine_polygons.json,data/ouput/252/frame1023_gtFine_polygons.png
data/images/252/frame10434_leftImg8bit.jpg,data/mask/252/frame10434_gtFine_polygons.json,data/ouput/252/frame10434_gtFine_polygons.png
data/images/252/frame10708_leftImg8bit.jpg,data/mask/252/frame10708_gtFine_polygons.json,data/ouput/252/frame10708_gtFine_polygons.png
data/images/252/frame1080_leftImg8bit.jpg,data/mask/252/frame1080_gtFine_polygons.json,data/ouput/252/frame1080_gtFine_polygons.png
data/images/252/frame10852_leftImg8bit.jpg,data/mask/252/frame10852_gtFine_polygons.json,data/ouput/252/frame10852_gtFine_polygons.png
data/images/252/frame11024_leftImg8bit.jpg,data/mask/252/frame11024_gtFine_polygons.json,data/ouput/252/frame11024_gtFine_polygons.png
data/images/252/frame11154_leftImg8bit.jpg,data/mask/252/frame11154_gtFine_polygons.json,data/ouput/252/frame11154_gtFine_polygons.png
data/images/252/frame1115_leftImg8bit.jpg,data/mask/252/frame1115_gtFine_polygons.json,data/ouput/252/frame1115_gtFine_polygons.png
data/images/252/frame11329_leftImg8bit.jpg,data/mask/252/frame11329_gtFine_polygons.json,data/ouput/252/frame11329_gtFine_polygons.png
data/images/252/frame11406_leftImg8bit.jpg,data/mask/252/frame11406_gtFine_polygons.json,data/ouput/252/frame11406_gtFine_polygons.png
data/images/252/frame11495_leftImg8bit.jpg,data/mask/252/frame11495_gtFine_polygons.json,data/ouput/252/frame11495_gtFine_polygons.png
data/images/252/frame1160_leftImg8bit.jpg,data/mask/252/frame1160_gtFine_polygons.json,data/ouput/252/frame1160_gtFine_polygons.png
data/images/252/frame11755_leftImg8bit.jpg,data/mask/252/frame11755_gtFine_polygons.json,data/ouput/252/frame11755_gtFine_polygons.png
data/images/252/frame11847_leftImg8bit.jpg,data/mask/252/frame11847_gtFine_polygons.json,data/ouput/252/frame11847_gtFine_polygons.png
data/images/252/frame11935_leftImg8bit.jpg,data/mask/252/frame11935_gtFine_polygons.json,data/ouput/252/frame11935_gtFine_polygons.png
data/images/252/frame1210_leftImg8bit.jpg,data/mask/252/frame1210_gtFine_polygons.json,data/ouput/252/frame1210_gtFine_polygons.png
data/images/252/frame12116_leftImg8bit.jpg,data/mask/252/frame12116_gtFine_polygons.json,data/ouput/252/frame12116_gtFine_polygons.png
data/images/252/frame12222_leftImg8bit.jpg,data/mask/252/frame12222_gtFine_polygons.json,data/ouput/252/frame12222_gtFine_polygons.png
data/images/252/frame12501_leftImg8bit.jpg,data/mask/252/frame12501_gtFine_polygons.json,data/ouput/252/frame12501_gtFine_polygons.png
data/images/252/frame12604_leftImg8bit.jpg,data/mask/252/frame12604_gtFine_polygons.json,data/ouput/252/frame12604_gtFine_polygons.png
data/images/252/frame12659_leftImg8bit.jpg,data/mask/252/frame12659_gtFine_polygons.json,data/ouput/252/frame12659_gtFine_polygons.png
data/images/252/frame12768_leftImg8bit.jpg,data/mask/252/frame12768_gtFine_polygons.json,data/ouput/252/frame12768_gtFine_polygons.png
data/images/252/frame12902_leftImg8bit.jpg,data/mask/252/frame12902_gtFine_polygons.json,data/ouput/252/frame12902_gtFine_polygons.png
data/images/252/frame13369_leftImg8bit.jpg,data/mask/252/frame13369_gtFine_polygons.json,data/ouput/252/frame13369_gtFine_polygons.png
data/images/252/frame13506_leftImg8bit.jpg,data/mask/252/frame13506_gtFine_polygons.json,data/ouput/252/frame13506_gtFine_polygons.png
data/images/252/frame1369_leftImg8bit.jpg,data/mask/252/frame1369_gtFine_polygons.json,data/ouput/252/frame1369_gtFine_polygons.png
data/images/252/frame13799_leftImg8bit.jpg,data/mask/252/frame13799_gtFine_polygons.json,data/ouput/252/frame13799_gtFine_polygons.png
data/images/252/frame14153_leftImg8bit.jpg,data/mask/252/frame14153_gtFine_polygons.json,data/ouput/252/frame14153_gtFine_polygons.png
data/images/252/frame14337_leftImg8bit.jpg,data/mask/252/frame14337_gtFine_polygons.json,data/ouput/252/frame14337_gtFine_polygons.png
data/images/252/frame14478_leftImg8bit.jpg,data/mask/252/frame14478_gtFine_polygons.json,data/ouput/252/frame14478_gtFine_polygons.png
data/images/252/frame14679_leftImg8bit.jpg,data/mask/252/frame14679_gtFine_polygons.json,data/ouput/252/frame14679_gtFine_polygons.png
data/images/252/frame14733_leftImg8bit.jpg,data/mask/252/frame14733_gtFine_polygons.json,data/ouput/252/frame14733_gtFine_polygons.png
data/images/252/frame14806_leftImg8bit.jpg,data/mask/252/frame14806_gtFine_polygons.json,data/ouput/252/frame14806_gtFine_polygons.png
data/images/252/frame14917_leftImg8bit.jpg,data/mask/252/frame14917_gtFine_polygons.json,data/ouput/252/frame14917_gtFine_polygons.png
data/images/252/frame15087_leftImg8bit.jpg,data/mask/252/frame15087_gtFine_polygons.json,data/ouput/252/frame15087_gtFine_polygons.png
data/images/252/frame15290_leftImg8bit.jpg,data/mask/252/frame15290_gtFine_polygons.json,data/ouput/252/frame15290_gtFine_polygons.png
data/images/252/frame15350_leftImg8bit.jpg,data/mask/252/frame15350_gtFine_polygons.json,data/ouput/252/frame15350_gtFine_polygons.png
data/images/252/frame1536_leftImg8bit.jpg,data/mask/252/frame1536_gtFine_polygons.json,data/ouput/252/frame1536_gtFine_polygons.png
data/images/252/frame15475_leftImg8bit.jpg,data/mask/252/frame15475_gtFine_polygons.json,data/ouput/252/frame15475_gtFine_polygons.png
data/images/252/frame15682_leftImg8bit.jpg,data/mask/252/frame15682_gtFine_polygons.json,data/ouput/252/frame15682_gtFine_polygons.png
data/images/252/frame15770_leftImg8bit.jpg,data/mask/252/frame15770_gtFine_polygons.json,data/ouput/252/frame15770_gtFine_polygons.png
data/images/252/frame15929_leftImg8bit.jpg,data/mask/252/frame15929_gtFine_polygons.json,data/ouput/252/frame15929_gtFine_polygons.png
data/images/252/frame16065_leftImg8bit.jpg,data/mask/252/frame16065_gtFine_polygons.json,data/ouput/252/frame16065_gtFine_polygons.png
data/images/252/frame16148_leftImg8bit.jpg,data/mask/252/frame16148_gtFine_polygons.json,data/ouput/252/frame16148_gtFine_polygons.png
data/images/252/frame16210_leftImg8bit.jpg,data/mask/252/frame16210_gtFine_polygons.json,data/ouput/252/frame16210_gtFine_polygons.png
data/images/252/frame1631_leftImg8bit.jpg,data/mask/252/frame1631_gtFine_polygons.json,data/ouput/252/frame1631_gtFine_polygons.png
data/images/252/frame16388_leftImg8bit.jpg,data/mask/252/frame16388_gtFine_polygons.json,data/ouput/252/frame16388_gtFine_polygons.png
data/images/252/frame16480_leftImg8bit.jpg,data/mask/252/frame16480_gtFine_polygons.json,data/ouput/252/frame16480_gtFine_polygons.png
